kind;class;element;ChangingClasses;ChangingMethods;CouplingDispersion;CouplingIntensity;CyclomaticComplexity;MaxCallChain;MaxNesting;MethodLinesOfCode;NumberOfAccessedVariables;ParameterCount;smell;reason
public method;br.ufal.academico.web.session.diariodeclasse.PresencaBean;br.ufal.academico.web.session.diariodeclasse.PresencaBean.isAulaCancelada;1;1;1;3;3;4;2;5;2;1;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.web.session.diariodeclasse.PresencaBean;br.ufal.academico.web.session.diariodeclasse.PresencaBean.isAulaRepositiva;0;0;1;3;3;4;2;5;2;1;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.web.session.diariodeclasse.PresencaBean;br.ufal.academico.web.session.diariodeclasse.PresencaBean.isAulaNormal;0;0;1;3;1;4;0;2;2;1;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.web.session.diariodeclasse.PresencaTutoriaBean;br.ufal.academico.web.session.diariodeclasse.PresencaTutoriaBean.consultarNumeroDeFaltas;0;0;0,583333333;12;3;2;2;13;15;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.diarioclasse.Nota > 4
public method;br.ufal.academico.web.session.diariodeclasse.PresencaTutoriaBean;br.ufal.academico.web.session.diariodeclasse.PresencaTutoriaBean.consultarNumeroDeFaltas;0;0;0,583333333;12;3;2;2;13;15;0;DispersedCoupling;CINT > 8.0, CDISP > 0.5, CC > 1.0
public method;br.ufal.academico.web.session.docenteead.ConsultaDocenteEADBean;br.ufal.academico.web.session.docenteead.ConsultaDocenteEADBean.consultarDocentePorId;0;0;0,777777778;9;2;4;1;8;7;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.DocentesEAD > 5
public method;br.ufal.academico.web.session.docenteead.ConsultaDocenteEADBean;br.ufal.academico.web.session.docenteead.ConsultaDocenteEADBean.consultarDocentePorId;0;0;0,777777778;9;2;4;1;8;7;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.web.session.docenteead.ConsultaDocenteEADBean;br.ufal.academico.web.session.docenteead.ConsultaDocenteEADBean.consultarDocentePorIdRH;0;0;0,875;8;2;4;1;8;7;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean.isMesmaPessoa;0;0;1;3;1;4;0;4;5;1;MessageChain;MAX_CALL_CHAIN = 4.0
private method;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean.getCopiaDocumento;1;1;0,235294118;17;2;3;1;13;4;1;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.DocumentoPessoa > 18
private method;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean.trataDadosDocumentos;1;1;0,545454545;11;13;4;2;31;7;1;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.Pessoa > 6
private method;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean.trataDadosDocumentos;1;1;0,545454545;11;13;4;2;31;7;1;LongMethod;MLOC > 4.811927772126122
private method;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean.trataDadosDocumentos;1;1;0,545454545;11;13;4;2;31;7;1;MessageChain;MAX_CALL_CHAIN = 4.0
private method;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean.trataDadosDocumentos;1;1;0,545454545;11;13;4;2;31;7;1;DispersedCoupling;CINT > 8.0, CDISP > 0.5, CC > 1.0
public method;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean.isAtivo;1;1;1;3;2;4;1;5;3;1;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean.verificarCPF;0;0;0,833333333;12;12;3;5;30;17;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.Pessoa > 5
public method;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean.verificarCPF;0;0;0,833333333;12;12;3;5;30;17;0;DispersedCoupling;CINT > 8.0, CDISP > 0.5, CC > 1.0
public method;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean.cadastrarNovoContratoExterno;0;0;0,463414634;41;8;3;2;58;30;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.funcionario.ContratoRH > 18
public method;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean.cadastrarNovoContratoExterno;0;0;0,463414634;41;8;3;2;58;30;0;LongMethod;MLOC > 4.811927772126122
public method;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean.cadastrarNovoContratoExterno;0;0;0,463414634;41;8;3;2;58;30;0;IntensiveCoupling;CINT = 41.0, CDISP = 0.4634146341463415, CC > 1.0
private method;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean.preencherFuncionarioComAtributosDosCampos;1;1;0,571428571;21;4;4;1;19;16;1;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.sie.estruturada.Opcao > 6
private method;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean.preencherFuncionarioComAtributosDosCampos;1;1;0,571428571;21;4;4;1;19;16;1;MessageChain;MAX_CALL_CHAIN = 4.0
private method;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean.preencherContratoComAtributosDosCampos;1;1;0,384615385;26;3;2;1;24;14;1;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.funcionario.ContratoRH > 18
private method;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean.preencherDatasDeAdmissaoDoContrato;1;1;0,333333333;6;3;2;1;9;4;1;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.funcionario.ContratoRH > 7
private method;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean.preencherPessoaComAtributosDosCampos;1;1;0,25;8;2;2;1;10;7;1;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.Pessoa > 8
private method;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean.preencherEnderecoComAtributosDosCampos;1;1;0,137931034;29;1;3;0;16;6;1;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.Endereco > 26
public method;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean.editar;0;0;0,476190476;21;8;4;3;45;19;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.funcionario.ContratoRH > 9
public method;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean.editar;0;0;0,476190476;21;8;4;3;45;19;0;LongMethod;MLOC > 4.811927772126122
public method;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean.editar;0;0;0,476190476;21;8;4;3;45;19;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean.editar;0;0;0,476190476;21;8;4;3;45;19;0;IntensiveCoupling;CINT = 21.0, CDISP = 0.47619047619047616, CC > 1.0
private method;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean.carregarDadosPessoaSemCadastro;1;2;0,428571429;14;5;2;1;28;12;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.funcionario.ContratoRH > 9
private method;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean.carregarDadosAlunoSemContrato;1;1;0,36;25;2;2;1;24;17;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.Aluno > 16
private method;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean.carregarDadosFuncionario;1;2;0,411764706;17;3;2;2;21;17;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.funcionario.ContratoRH > 7
private method;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean.carregarDadosFuncionario;1;2;0,411764706;17;3;2;2;21;17;0;IntensiveCoupling;CINT = 17.0, CDISP = 0.4117647058823529, CC > 1.0
private method;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean.carregarDadosPessoa;1;3;0,307692308;13;6;1;1;21;9;1;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.Pessoa > 9
public method;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean.consultarDocentePorIdPessoa;0;0;0,7;10;12;1;5;25;14;0;DispersedCoupling;CINT > 8.0, CDISP > 0.5, CC > 1.0
private method;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean.iniciarAtributos;1;3;0,428571429;14;11;3;1;36;21;1;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.Pessoa > 12
private method;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean;br.ufal.academico.web.session.docenteead.EdicaoDocenteEADBean.iniciarAtributos;1;3;0,428571429;14;11;3;1;36;21;1;LongMethod;MLOC > 4.811927772126122
public method;br.ufal.academico.web.session.ensino.VersaoCursoBean;br.ufal.academico.web.session.ensino.VersaoCursoBean.carregarVersao;1;2;0,6;5;3;2;1;6;5;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.ensino.VersaoCurso > 4
public method;br.ufal.academico.web.session.ensino.VersaoCursoBean;br.ufal.academico.web.session.ensino.VersaoCursoBean.salvarVersao;0;0;0,636363636;11;4;3;1;14;10;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.ensino.VersaoCurso > 4
public method;br.ufal.academico.web.session.matricula.EdicaoHistoricoComumBean;br.ufal.academico.web.session.matricula.EdicaoHistoricoComumBean.setupNovaDisciplina;0;0;0,75;12;5;3;3;11;14;0;DispersedCoupling;CINT > 8.0, CDISP > 0.5, CC > 1.0
public method;br.ufal.academico.web.session.matricula.EdicaoHistoricoComumBean;br.ufal.academico.web.session.matricula.EdicaoHistoricoComumBean.cadastrarAproveitamentoEstudo;0;0;0,380952381;21;2;3;1;22;12;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.matricula.MatriculaAcademica > 8
public method;br.ufal.academico.web.session.matricula.EdicaoHistoricoComumBean;br.ufal.academico.web.session.matricula.EdicaoHistoricoComumBean.setupDisciplinasBloco;0;0;0,8;10;4;2;2;12;13;0;DispersedCoupling;CINT > 8.0, CDISP > 0.5, CC > 1.0
public method;br.ufal.academico.web.session.matricula.EdicaoHistoricoComumBean;br.ufal.academico.web.session.matricula.EdicaoHistoricoComumBean.cadastrarAproveitamentoEstudoBloco;0;0;0,384615385;13;4;2;2;21;10;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.matricula.aproveitamento.AproveitamentoEstudosBloco > 5
public method;br.ufal.academico.web.session.matricula.EdicaoHistoricoComumBean;br.ufal.academico.web.session.matricula.EdicaoHistoricoComumBean.cadastrarAproveitamentoEstudoBloco;0;0;0,384615385;13;4;2;2;21;10;0;IntensiveCoupling;CINT = 13.0, CDISP = 0.38461538461538464, CC > 1.0
public method;br.ufal.academico.web.session.matricula.EdicaoHistoricoComumBean;br.ufal.academico.web.session.matricula.EdicaoHistoricoComumBean.editarAproveitamentoEstudo;0;0;0,571428571;7;3;2;1;15;8;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.matricula.MatriculaAcademica > 4
public method;br.ufal.academico.web.session.matricula.EdicaoHistoricoComumBean;br.ufal.academico.web.session.matricula.EdicaoHistoricoComumBean.setupExclusaoDisciplina;0;0;0,5;6;4;3;3;8;5;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.matricula.MatriculaAcademica > 7
public method;br.ufal.academico.web.session.matricula.EdicaoHistoricoComumBean;br.ufal.academico.web.session.matricula.EdicaoHistoricoComumBean.editarNotasDisciplina;0;0;0,461538462;13;2;3;1;13;8;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.diarioclasse.AlunoNotas > 7
public method;br.ufal.academico.web.session.matricula.EdicaoHistoricoComumBean;br.ufal.academico.web.session.matricula.EdicaoHistoricoComumBean.excluirDisciplinaHistoricoComum;0;0;0,5;8;3;3;1;11;7;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.matricula.MatriculaAcademica > 6
private method;br.ufal.academico.web.session.matricula.EdicaoHistoricoComumBean;br.ufal.academico.web.session.matricula.EdicaoHistoricoComumBean.converterNotas;1;1;0,4;5;1;2;0;5;1;1;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.diarioclasse.AlunoNotas > 4
public method;br.ufal.academico.web.session.matricula.EdicaoHistoricoComumWebTest;br.ufal.academico.web.session.matricula.EdicaoHistoricoComumWebTest.testConsultarHistoricoComum;0;0;1;1;1;4;0;11;1;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.web.session.matricula.EdicaoHistoricoComumWebTest;br.ufal.academico.web.session.matricula.EdicaoHistoricoComumWebTest.testAproveitamentoEstudosNovo;0;0;1;1;1;4;0;13;1;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.web.session.matricula.EdicaoHistoricoComumWebTest;br.ufal.academico.web.session.matricula.EdicaoHistoricoComumWebTest.testAproveitamentoEstudosJaCadastrado;0;0;1;1;1;4;0;12;1;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.web.session.matricula.EdicaoHistoricoComumWebTest;br.ufal.academico.web.session.matricula.EdicaoHistoricoComumWebTest.testAproveitamentoEstudosDisciplinaComAprovacao;0;0;1;1;1;4;0;12;1;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.web.session.matricula.EdicaoHistoricoComumWebTest;br.ufal.academico.web.session.matricula.EdicaoHistoricoComumWebTest.testAlterarAproveitamentoEstudos;0;0;1;1;1;4;0;8;1;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.web.session.matricula.EdicaoHistoricoComumWebTest;br.ufal.academico.web.session.matricula.EdicaoHistoricoComumWebTest.testExcluirAproveitamentoEstudos;0;0;1;1;1;4;0;8;1;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.web.session.matricula.EdicaoHistoricoComumWebTest;br.ufal.academico.web.session.matricula.EdicaoHistoricoComumWebTest.testEdicaoNotasMatriculaAcademicaAB1eAB2;0;0;1;1;1;4;0;17;1;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.web.session.matricula.EdicaoHistoricoComumWebTest;br.ufal.academico.web.session.matricula.EdicaoHistoricoComumWebTest.testEdicaoNotasMatriculaAcademicaValidoReavaliacao;0;0;1;1;1;4;0;18;1;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.web.session.matricula.EdicaoHistoricoComumWebTest;br.ufal.academico.web.session.matricula.EdicaoHistoricoComumWebTest.testEdicaoNotasMatriculaAcademicaValidoComProvaFinal;0;0;1;1;1;4;0;19;1;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.web.session.matricula.EdicaoHistoricoComumWebTest;br.ufal.academico.web.session.matricula.EdicaoHistoricoComumWebTest.testEdicaoNotasMatriculaAcademicaValidoComAB1eAB2Reprovado;0;0;1;1;1;4;0;17;1;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.web.session.matricula.EdicaoHistoricoComumWebTest;br.ufal.academico.web.session.matricula.EdicaoHistoricoComumWebTest.testEdicaoNotasMatriculaAcademicaValidoComAB1eAB2ReprovadoSemPF;0;0;1;1;1;4;0;17;1;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.web.session.matricula.EdicaoHistoricoComumWebTest;br.ufal.academico.web.session.matricula.EdicaoHistoricoComumWebTest.testEdicaoNotasMatriculaAcademicaValidoReprovadoPorMedia;0;0;1;1;1;4;0;19;1;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.web.session.matricula.EdicaoHistoricoComumWebTest;br.ufal.academico.web.session.matricula.EdicaoHistoricoComumWebTest.testExclusaoDisciplinaValido;0;0;1;1;1;4;0;12;1;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.web.session.matricula.EnadeBean;br.ufal.academico.web.session.matricula.EnadeBean.exportarCsv;0;0;0,40625;32;5;52;2;45;34;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.matricula.MatriculaInstitucional > 7
public method;br.ufal.academico.web.session.matricula.EnadeBean;br.ufal.academico.web.session.matricula.EnadeBean.exportarCsv;0;0;0,40625;32;5;52;2;45;34;0;LongMethod;MLOC > 4.811927772126122
public method;br.ufal.academico.web.session.matricula.EnadeBean;br.ufal.academico.web.session.matricula.EnadeBean.exportarCsv;0;0;0,40625;32;5;52;2;45;34;0;MessageChain;MAX_CALL_CHAIN = 52.0
public method;br.ufal.academico.web.session.matricula.EnadeBean;br.ufal.academico.web.session.matricula.EnadeBean.exportarCsv;0;0;0,40625;32;5;52;2;45;34;0;IntensiveCoupling;CINT = 32.0, CDISP = 0.40625, CC > 1.0
public method;br.ufal.academico.web.session.matricula.EnadeBean;br.ufal.academico.web.session.matricula.EnadeBean.carregarRegistro;1;1;0,714285714;7;2;3;1;6;4;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.matricula.RegistroEnade > 4
private method;br.ufal.academico.web.session.matricula.EnadeBean;br.ufal.academico.web.session.matricula.EnadeBean.formatarTelefone;1;1;0;0;5;4;2;9;1;1;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.web.session.matricula.MatriculaAcademicaBean;br.ufal.academico.web.session.matricula.MatriculaAcademicaBean.listarTurmasMatriculaveisPorOferta;0;0;0,555555556;9;3;2;2;17;13;0;FeatureEnvy;CALLS_TO_br.ufal.academico.service.MatriculaAcademicaService > 4
public method;br.ufal.academico.web.session.matricula.MatriculaAcademicaBean;br.ufal.academico.web.session.matricula.MatriculaAcademicaBean.listarTurmasMatriculaveisPorOferta;0;0;0,555555556;9;3;2;2;17;13;0;DispersedCoupling;CINT > 8.0, CDISP > 0.5, CC > 1.0
public method;br.ufal.academico.web.session.matricula.MatriculaAcademicaBean;br.ufal.academico.web.session.matricula.MatriculaAcademicaBean.listarTurmasMatriculaveis;0;0;0,666666667;9;4;2;2;22;10;0;DispersedCoupling;CINT > 8.0, CDISP > 0.5, CC > 1.0
public method;br.ufal.academico.web.session.matricula.MatriculaAcademicaBean;br.ufal.academico.web.session.matricula.MatriculaAcademicaBean.listarViolacoes;0;0;0,5;8;2;2;1;5;8;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.Usuario > 5
public method;br.ufal.academico.web.session.matricula.MatriculaAcademicaBean;br.ufal.academico.web.session.matricula.MatriculaAcademicaBean.checarMatriculaVagasRemanescentes;0;0;0,888888889;9;5;2;2;19;15;0;DispersedCoupling;CINT > 8.0, CDISP > 0.5, CC > 1.0
public method;br.ufal.academico.web.session.matricula.MatriculaAcademicaBean;br.ufal.academico.web.session.matricula.MatriculaAcademicaBean.matricularPeriodoAnterior;0;0;0,666666667;12;5;3;3;21;11;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.matricula.MatriculaInstitucional > 4
public method;br.ufal.academico.web.session.matricula.MatriculaAcademicaBean;br.ufal.academico.web.session.matricula.MatriculaAcademicaBean.matricularPeriodoAnterior;0;0;0,666666667;12;5;3;3;21;11;0;DispersedCoupling;CINT > 8.0, CDISP > 0.5, CC > 1.0
public method;br.ufal.academico.web.session.matricula.MatriculaAcademicaBean;br.ufal.academico.web.session.matricula.MatriculaAcademicaBean.matricular;0;0;0,529411765;17;10;3;4;36;14;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.matricula.MatriculaInstitucional > 9
public method;br.ufal.academico.web.session.matricula.MatriculaAcademicaBean;br.ufal.academico.web.session.matricula.MatriculaAcademicaBean.matricular;0;0;0,529411765;17;10;3;4;36;14;0;LongMethod;MLOC > 4.811927772126122
public method;br.ufal.academico.web.session.matricula.MatriculaAcademicaBean;br.ufal.academico.web.session.matricula.MatriculaAcademicaBean.matricular;0;0;0,529411765;17;10;3;4;36;14;0;DispersedCoupling;CINT > 8.0, CDISP > 0.5, CC > 1.0
public method;br.ufal.academico.web.session.matricula.MatriculaAcademicaBean;br.ufal.academico.web.session.matricula.MatriculaAcademicaBean.desmatricular;0;0;0,666666667;9;6;3;3;13;8;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.matricula.MatriculaAcademica > 4
public method;br.ufal.academico.web.session.matricula.MatriculaAcademicaBean;br.ufal.academico.web.session.matricula.MatriculaAcademicaBean.desmatricular;0;0;0,666666667;9;6;3;3;13;8;0;DispersedCoupling;CINT > 8.0, CDISP > 0.5, CC > 1.0
public method;br.ufal.academico.web.session.matricula.MatriculaAcademicaBean;br.ufal.academico.web.session.matricula.MatriculaAcademicaBean.trancar;0;0;0,666666667;9;2;4;1;12;6;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.web.session.matricula.MatriculaAcademicaBean;br.ufal.academico.web.session.matricula.MatriculaAcademicaBean.destrancar;0;0;0,666666667;9;2;4;1;12;6;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.web.session.matricula.MatriculaInstitucionalBean;br.ufal.academico.web.session.matricula.MatriculaInstitucionalBean.alunoTemNomeSocial;0;0;1;4;2;5;1;7;5;1;MessageChain;MAX_CALL_CHAIN = 5.0
private method;br.ufal.academico.web.session.matricula.MatriculaInstitucionalBean;br.ufal.academico.web.session.matricula.MatriculaInstitucionalBean.eAlunoDoICS;1;1;0,857142857;7;4;4;3;9;7;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.web.session.matricula.MatriculaInstitucionalBean;br.ufal.academico.web.session.matricula.MatriculaInstitucionalBean.consultarPorId;0;0;0,714285714;7;5;3;2;12;9;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.matricula.MatriculaInstitucional > 5
public method;br.ufal.academico.web.session.matricula.MatriculaInstitucionalBean;br.ufal.academico.web.session.matricula.MatriculaInstitucionalBean.verificaPermissao;0;0;0,636363636;11;6;3;2;14;10;0;DispersedCoupling;CINT > 8.0, CDISP > 0.5, CC > 1.0
public method;br.ufal.academico.web.session.matricula.OcorrenciaBean;br.ufal.academico.web.session.matricula.OcorrenciaBean.salvar;0;0;0,285714286;7;1;2;0;5;3;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.matricula.Ocorrencia > 5
public method;br.ufal.academico.web.session.matricula.OcorrenciaBean;br.ufal.academico.web.session.matricula.OcorrenciaBean.remover;0;0;0,4;15;7;3;3;20;9;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.matricula.Ocorrencia > 21
public method;br.ufal.academico.web.session.matricula.OcorrenciaBean;br.ufal.academico.web.session.matricula.OcorrenciaBean.remover;0;0;0,4;15;7;3;3;20;9;0;IntensiveCoupling;CINT = 15.0, CDISP = 0.4, CC > 1.0
public method;br.ufal.academico.web.session.matricula.OcorrenciaBean;br.ufal.academico.web.session.matricula.OcorrenciaBean.inserir;0;0;0,476190476;21;5;3;2;28;12;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.matricula.Ocorrencia > 18
public method;br.ufal.academico.web.session.matricula.OcorrenciaBean;br.ufal.academico.web.session.matricula.OcorrenciaBean.inserir;0;0;0,476190476;21;5;3;2;28;12;0;IntensiveCoupling;CINT = 21.0, CDISP = 0.47619047619047616, CC > 1.0
public method;br.ufal.academico.web.session.matricula.OcorrenciaBean;br.ufal.academico.web.session.matricula.OcorrenciaBean.registrarMobilidade;0;0;0,769230769;13;4;2;1;21;19;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.matricula.MatriculaInstitucional > 4
public method;br.ufal.academico.web.session.matriculainstitucional.DestrancamentoPeriodosAnterioresBean;br.ufal.academico.web.session.matriculainstitucional.DestrancamentoPeriodosAnterioresBean.consultarPorId;0;0;0,625;16;3;4;1;15;14;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.ensino.PeriodoLetivo > 5
public method;br.ufal.academico.web.session.matriculainstitucional.DestrancamentoPeriodosAnterioresBean;br.ufal.academico.web.session.matriculainstitucional.DestrancamentoPeriodosAnterioresBean.consultarPorId;0;0;0,625;16;3;4;1;15;14;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.web.session.matriculainstitucional.IngressoUniversidadeBean;br.ufal.academico.web.session.matriculainstitucional.IngressoUniversidadeBean.listarCursosPorGrupo;0;0;0,714285714;7;3;4;2;8;6;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.web.session.matriculainstitucional.IngressoUniversidadeBean;br.ufal.academico.web.session.matriculainstitucional.IngressoUniversidadeBean.listarTurnos;0;0;0,8;5;3;4;1;7;6;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.web.session.matriculainstitucional.TrancamentoPeriodosAnterioresBean;br.ufal.academico.web.session.matriculainstitucional.TrancamentoPeriodosAnterioresBean.consultarPorId;0;0;0,571428571;14;2;4;1;12;11;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.ensino.PeriodoLetivo > 5
public method;br.ufal.academico.web.session.matriculainstitucional.TrancamentoPeriodosAnterioresBean;br.ufal.academico.web.session.matriculainstitucional.TrancamentoPeriodosAnterioresBean.consultarPorId;0;0;0,571428571;14;2;4;1;12;11;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.web.session.oferta.CadastroCursoBean;br.ufal.academico.web.session.oferta.CadastroCursoBean.carregarCurso;0;0;0,181818182;11;3;2;1;14;2;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.ensino.Curso > 11
public method;br.ufal.academico.web.session.oferta.CadastroCursoBean;br.ufal.academico.web.session.oferta.CadastroCursoBean.salvar;0;0;0,441176471;34;14;3;2;49;26;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.ensino.Curso > 31
public method;br.ufal.academico.web.session.oferta.CadastroCursoBean;br.ufal.academico.web.session.oferta.CadastroCursoBean.salvar;0;0;0,441176471;34;14;3;2;49;26;0;LongMethod;MLOC > 4.811927772126122
