kind;class;element;ChangingClasses;ChangingMethods;CouplingDispersion;CouplingIntensity;CyclomaticComplexity;MaxCallChain;MaxNesting;MethodLinesOfCode;NumberOfAccessedVariables;ParameterCount;smell;reason
public method;br.ufal.academico.service.VersaoCursoService;br.ufal.academico.service.VersaoCursoService.alterarParaVersaoCorrente;1;2;0,833333333;6;1;2;0;6;3;1;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.ensino.VersaoCurso > 4
protected method;br.ufal.academico.util.DbTestUtil;br.ufal.academico.util.DbTestUtil.criaInsereUsuario;0;0;0,4;10;1;2;0;12;7;3;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.Usuario > 7
protected method;br.ufal.academico.util.DbTestUtil;br.ufal.academico.util.DbTestUtil.criaInsereAluno;1;1;0,333333333;9;1;2;0;13;6;2;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.Aluno > 5
protected method;br.ufal.academico.util.DbTestUtil;br.ufal.academico.util.DbTestUtil.criaInsereMatriculaInstitucional;0;0;0,222222222;9;1;1;0;12;5;3;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.matricula.MatriculaInstitucional > 8
private method;br.ufal.academico.validacao.ChoqueHorarioDocenteEloValidacao;br.ufal.academico.validacao.ChoqueHorarioDocenteEloValidacao.verificarChoqueHorarioDocente;1;2;0,466666667;15;28;4;9;41;9;2;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.oferta.HorarioAula > 22
private method;br.ufal.academico.validacao.ChoqueHorarioDocenteEloValidacao;br.ufal.academico.validacao.ChoqueHorarioDocenteEloValidacao.verificarChoqueHorarioDocente;1;2;0,466666667;15;28;4;9;41;9;2;LongMethod;MLOC > 4.811927772126122
private method;br.ufal.academico.validacao.ChoqueHorarioDocenteEloValidacao;br.ufal.academico.validacao.ChoqueHorarioDocenteEloValidacao.verificarChoqueHorarioDocente;1;2;0,466666667;15;28;4;9;41;9;2;MessageChain;MAX_CALL_CHAIN = 4.0
private method;br.ufal.academico.validacao.ChoqueHorarioDocenteEloValidacao;br.ufal.academico.validacao.ChoqueHorarioDocenteEloValidacao.verificarChoqueHorarioDocente;1;2;0,466666667;15;28;4;9;41;9;2;IntensiveCoupling;CINT = 15.0, CDISP = 0.4666666666666667, CC > 1.0
private method;br.ufal.academico.validacao.ChoqueHorarioDocenteEloValidacao;br.ufal.academico.validacao.ChoqueHorarioDocenteEloValidacao.gerarMensagemChoqueHorario;1;1;0,5;8;1;2;0;2;4;4;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.oferta.HorarioAula > 4
private method;br.ufal.academico.validacao.ChoqueHorarioDocenteEloValidacao;br.ufal.academico.validacao.ChoqueHorarioDocenteEloValidacao.gerarMensagemChoqueHorario;1;1;0,5;8;1;2;0;2;4;4;LongParameterList;PARAMETER_COUNT > 0.6525940996948094
private method;br.ufal.academico.validacao.ChoqueHorarioDocenteEloValidacao;br.ufal.academico.validacao.ChoqueHorarioDocenteEloValidacao.professorPertenceATurmaModulo;1;1;1;2;4;2;3;8;9;4;LongParameterList;PARAMETER_COUNT > 0.6525940996948094
